day_of_week,driver_age,driver_sex,educational_level,driving_experience,vehicle_type,vehicle_owner,service_year,accident_area,lanes,road_allignment,junction_type,surface_type,road_surface_conditions,light_condition,weather_condition,collision_type,vehicles_involved,casualties,vehicle_movement,casualty_class,casualty_sex,casualty_age,casualty_severity,pedestrian_movement,accident_cause,hour,minute
7,1,3,2,3,8,4,6,7,4,6,8,1,1,1,3,9,2,2,3,4,3,6,4,6,17,18,44
7,3,2,3,3,11,1,5,10,5,6,8,1,1,4,3,9,1,1,3,1,1,5,3,6,2,9,49
7,2,2,5,3,16,4,6,8,3,6,2,1,1,4,3,9,2,3,3,2,1,5,3,6,4,19,13
1,2,2,2,6,8,4,6,7,5,6,8,1,1,1,3,9,2,1,2,4,3,6,4,6,1,18,11
6,1,2,7,3,1,4,5,7,3,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,10,9,58
1,2,2,5,3,8,4,6,7,2,6,2,1,1,4,3,9,2,1,3,1,2,3,3,6,10,17,38
5,3,2,5,3,9,4,2,8,5,6,8,1,1,4,3,9,1,1,3,4,3,6,4,6,11,10,52
3,4,2,5,1,15,1,1,8,5,6,8,1,4,1,9,9,2,1,3,1,2,1,3,6,12,4,33
2,1,2,5,4,8,4,6,5,7,6,8,1,4,4,3,2,2,1,3,1,1,4,3,6,11,9,54
6,2,2,5,3,4,4,2,7,3,6,2,1,1,4,3,1,3,2,3,1,2,2,3,6,4,17,51
1,2,2,5,4,5,4,6,7,3,7,8,1,1,4,3,2,3,3,3,1,2,1,3,6,4,21,11
1,5,1,5,4,8,4,3,5,5,6,8,1,1,4,3,9,3,2,8,1,2,2,3,6,11,18,36
6,2,2,5,3,12,1,1,8,5,6,8,1,1,4,3,9,3,3,8,2,1,5,3,6,12,10,51
6,3,2,5,3,4,4,6,8,5,6,2,1,1,4,3,7,3,1,3,1,1,2,3,6,4,16,4
4,5,2,5,4,12,4,4,10,7,6,1,1,1,1,3,9,2,1,3,2,2,2,3,6,6,4,10
2,1,2,1,3,8,1,6,8,1,6,2,1,1,1,6,9,2,1,3,3,2,4,3,6,10,18,19
6,5,1,5,5,12,4,2,3,7,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,11,9,49
1,2,2,5,3,1,4,6,7,7,6,1,1,1,4,3,9,1,1,3,1,2,1,3,6,2,18,18
3,2,2,5,1,11,4,2,8,5,8,8,1,4,4,5,9,2,2,3,4,3,6,4,6,6,18,10
3,2,2,2,3,16,4,6,8,5,6,1,1,4,1,4,3,2,1,3,1,2,2,3,6,2,22,9
2,5,1,5,4,9,4,3,7,3,6,4,1,1,4,8,3,1,1,3,1,2,2,3,6,4,19,1
3,3,2,2,2,9,1,6,8,2,6,8,1,1,1,3,9,2,5,3,1,2,5,3,6,11,21,1
6,1,2,5,3,1,4,3,10,5,6,8,1,1,4,3,9,2,2,4,3,2,2,2,6,1,8,47
2,2,2,2,2,1,4,3,8,3,6,2,1,1,4,3,9,2,1,3,2,2,4,2,6,4,9,46
1,1,2,5,4,1,4,4,7,3,3,8,1,1,4,3,9,2,2,3,3,2,1,3,1,11,19,41
7,1,2,5,4,1,4,6,8,5,6,8,1,4,4,5,3,2,4,3,1,2,1,3,6,13,9,36
1,1,2,5,4,8,4,3,10,2,6,8,1,1,3,3,9,2,3,3,1,2,1,3,6,2,6,56
1,1,2,1,3,12,4,6,3,5,6,2,1,1,4,3,3,1,1,5,4,3,6,4,6,2,13,31
4,2,2,5,5,6,4,4,7,5,6,8,1,1,4,3,2,4,5,3,3,2,2,2,6,5,16,16
3,1,2,5,4,1,4,2,8,5,6,2,3,1,1,3,9,2,1,3,1,2,2,3,6,12,1,30
5,1,2,5,4,1,4,6,2,3,6,8,1,1,4,3,9,2,1,3,2,1,1,3,6,11,16,16
5,2,2,5,2,1,4,6,7,3,6,8,1,1,4,3,9,2,1,3,2,1,1,3,6,11,21,51
7,1,2,2,3,5,4,6,7,6,6,2,1,1,4,3,9,1,1,3,3,2,2,3,7,11,18,47
6,4,2,2,3,11,4,3,8,5,6,2,1,1,4,3,9,2,1,10,4,3,6,4,6,13,11,1
7,1,2,5,1,5,4,6,8,3,6,1,1,1,4,3,2,3,1,8,1,2,2,3,6,11,10,3
7,5,1,5,5,6,4,4,8,5,6,1,3,1,4,3,3,1,1,3,2,1,1,3,6,13,16,18
1,2,2,2,4,6,4,6,8,5,6,4,1,1,4,3,9,3,2,3,4,3,6,4,6,2,9,11
6,1,2,5,2,1,2,3,7,3,2,2,1,1,1,3,2,3,3,4,2,2,1,3,6,11,19,33
4,2,2,5,2,5,4,6,1,5,6,4,1,4,4,5,7,4,1,3,4,3,6,4,6,4,11,59
4,2,2,5,3,10,4,6,13,3,6,2,1,4,1,3,9,2,5,3,4,3,6,4,6,11,19,31
7,2,2,5,5,1,4,2,10,3,2,2,1,1,4,3,3,3,3,3,1,1,5,3,6,14,14,33
6,2,2,5,3,15,4,6,7,3,6,2,1,1,4,3,9,2,1,3,3,2,1,3,6,4,9,16
5,1,2,5,2,10,4,6,10,3,6,2,5,4,1,5,9,2,1,4,4,3,6,4,6,2,18,25
7,5,3,2,3,9,4,6,7,3,7,8,1,1,4,3,9,1,1,3,4,3,6,4,6,14,13,11
2,2,2,5,3,1,4,6,7,3,6,5,1,4,4,5,4,1,1,3,1,1,1,3,6,10,12,38
5,2,2,2,4,1,4,6,5,5,6,8,1,1,4,3,3,2,2,3,2,2,1,3,6,2,10,52
2,5,1,5,5,15,4,6,8,3,6,2,1,4,4,3,9,3,1,8,4,3,6,4,6,2,9,46
4,4,2,5,5,1,4,6,7,2,6,2,1,1,4,3,9,2,2,3,4,3,6,4,6,13,17,3
7,2,2,2,1,1,4,6,2,2,7,2,1,4,1,4,3,2,1,3,4,3,6,4,6,8,8,31
6,1,2,5,4,10,4,6,3,5,6,8,1,4,4,3,3,2,2,3,1,2,2,3,6,2,11,20
3,1,2,5,4,7,4,6,8,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,17,15,26
5,2,2,3,1,12,4,6,7,3,6,8,1,1,4,3,9,1,3,3,4,3,6,4,6,3,17,3
6,1,2,5,3,4,1,6,10,3,6,8,1,1,4,9,9,2,1,3,2,1,2,3,6,1,19,2
2,2,2,5,3,6,4,2,7,5,6,8,1,1,1,3,9,2,1,4,2,1,4,3,6,12,24,21
6,2,2,5,2,9,4,4,10,5,6,2,1,4,1,3,9,1,1,5,4,3,6,4,6,19,9,1
7,2,2,5,2,1,4,4,5,3,6,1,1,4,4,5,9,2,1,3,1,2,2,3,6,11,9,16
6,2,2,2,4,1,4,2,13,5,7,2,1,1,4,3,9,2,1,4,2,2,2,3,6,4,13,1
7,5,2,2,4,1,4,3,7,5,8,8,1,1,4,3,9,4,5,5,4,3,6,4,6,13,15,17
7,4,2,3,4,1,4,6,8,3,6,2,3,1,1,3,3,2,2,3,1,2,2,3,6,11,1,30
3,3,2,5,4,10,4,6,3,2,6,1,1,1,1,3,2,1,1,3,4,3,6,4,6,6,24,23
5,1,2,5,5,6,2,3,3,3,6,4,1,4,4,9,2,2,1,3,2,1,2,3,6,11,13,31
2,5,1,3,4,1,4,4,8,3,6,8,1,1,4,3,9,3,1,12,2,1,1,3,6,12,10,6
5,1,2,5,1,6,4,6,7,5,6,8,1,1,4,3,9,2,1,3,3,1,1,2,2,11,9,51
2,1,2,2,3,6,4,6,10,5,6,6,1,4,4,3,9,2,1,3,4,3,6,4,6,6,18,31
2,4,2,5,2,5,4,6,10,3,6,8,1,4,4,5,9,2,1,3,2,1,1,3,6,11,19,57
3,2,2,5,2,9,4,5,7,3,6,2,1,1,4,3,9,3,2,10,3,1,4,3,3,6,17,13
5,2,2,5,2,6,4,6,7,3,6,2,1,1,4,3,9,1,1,3,3,2,2,3,6,2,5,2
6,2,2,2,5,11,4,3,7,3,7,1,1,4,1,1,9,3,2,5,1,2,2,3,6,10,16,31
5,5,1,1,1,6,4,3,8,5,6,8,1,4,1,3,3,3,1,3,3,2,3,3,6,10,20,40
6,1,2,5,5,1,2,3,3,3,6,4,1,1,4,3,3,1,1,3,2,1,2,3,6,1,13,34
5,2,2,1,3,6,4,3,8,3,7,1,5,4,1,5,3,2,2,3,2,1,4,3,6,13,5,45
6,2,2,5,3,1,1,6,7,7,7,8,1,1,4,3,9,3,1,3,1,2,2,3,6,11,17,1
5,1,2,5,3,6,1,6,7,3,6,8,1,1,4,3,9,2,1,3,3,2,5,2,7,10,11,5
4,1,2,5,4,1,4,6,3,1,6,8,1,1,4,3,9,3,3,3,3,1,5,3,6,4,14,56
5,2,2,2,2,1,4,6,7,1,6,8,1,1,4,4,9,2,1,3,3,2,1,3,2,2,8,41
7,1,2,5,5,6,4,6,5,3,6,4,1,1,4,3,2,2,2,3,1,1,5,3,6,11,15,36
1,1,2,5,2,11,4,6,7,5,6,1,1,1,4,3,9,1,1,3,4,3,6,4,6,13,18,51
4,1,2,2,4,1,1,1,5,2,6,1,1,1,1,3,9,2,2,4,1,2,2,3,6,5,2,21
4,1,2,2,1,5,4,2,8,5,6,8,2,1,1,3,3,1,1,4,4,3,6,4,6,2,19,36
2,2,1,5,4,8,4,6,8,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,6,18,42
1,1,2,3,4,1,4,4,8,3,6,8,1,1,4,3,9,1,1,3,4,3,6,4,6,1,15,21
5,1,2,5,3,17,4,2,10,3,6,8,1,1,4,3,9,2,1,3,3,2,5,2,6,1,14,24
6,1,2,5,4,15,4,6,10,3,6,8,1,1,4,3,9,3,1,10,2,1,2,3,6,1,18,33
5,1,2,5,5,11,4,6,2,3,4,2,1,4,4,3,9,4,1,8,4,3,6,4,6,4,8,60
6,2,2,5,3,4,4,6,10,7,6,8,1,1,4,3,9,2,1,3,1,1,1,3,6,17,14,11
1,2,2,5,7,8,4,6,7,5,6,8,1,1,4,3,9,2,3,3,1,1,4,3,6,3,10,1
2,3,2,5,2,4,4,3,8,2,6,2,1,1,4,3,9,3,1,12,4,3,6,4,6,6,17,33
7,5,2,5,2,5,4,6,10,3,6,8,1,1,4,3,9,2,1,3,1,1,2,3,6,12,15,35
6,1,2,5,2,1,4,6,7,1,6,8,1,1,4,3,3,2,2,3,1,2,3,3,6,10,19,58
3,2,2,5,3,11,4,2,8,5,6,8,1,1,4,3,9,2,1,3,1,2,5,3,6,1,19,41
6,1,2,7,2,1,4,6,10,3,6,2,5,1,4,3,9,2,3,2,1,2,1,3,6,13,16,46
4,2,2,5,3,6,4,2,10,5,6,8,1,4,1,5,9,1,1,8,1,2,2,3,6,11,2,21
5,2,2,2,3,8,4,6,7,2,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,13,35
4,2,2,5,3,5,4,6,8,2,6,1,1,1,1,3,7,2,1,3,1,1,2,3,6,4,21,17
5,5,2,2,4,1,4,3,7,3,6,8,1,1,4,3,9,1,1,3,4,3,6,4,6,1,16,51
5,2,2,2,4,6,4,6,7,5,6,8,1,1,4,3,9,2,1,3,1,1,2,3,6,4,9,39
4,5,2,5,3,10,4,2,3,3,6,8,1,4,4,3,9,2,1,3,2,2,5,3,6,6,15,46
4,5,2,5,2,10,4,4,10,3,6,1,1,1,4,3,2,1,1,3,4,3,6,4,6,11,13,31
5,1,2,5,2,12,1,6,8,2,6,3,1,1,4,3,9,2,1,3,2,1,3,3,6,12,19,4
4,1,2,5,3,5,1,5,10,3,6,4,1,1,4,3,9,2,1,5,1,2,1,2,6,13,18,31
7,2,2,5,4,1,4,6,2,2,6,8,3,4,4,5,9,1,1,10,4,3,6,4,6,11,11,51
3,1,2,5,1,15,4,2,10,5,6,8,1,4,1,3,3,2,1,3,3,1,5,3,6,13,24,55
7,5,2,5,4,13,4,4,8,7,6,8,1,1,4,3,9,1,2,8,1,1,1,3,6,17,12,51
5,2,2,2,3,1,4,3,5,5,6,4,1,4,4,3,9,1,2,3,1,2,2,3,6,12,13,18
7,1,2,5,3,1,4,6,8,5,6,8,1,1,1,3,9,2,1,3,1,2,2,3,6,1,19,6
1,1,2,5,1,9,4,6,13,3,6,8,1,4,4,3,9,3,2,3,1,2,1,3,6,13,9,46
1,2,2,5,2,8,4,2,7,5,6,2,1,1,4,3,9,3,3,3,4,3,6,4,6,13,17,56
4,3,2,5,2,1,4,2,10,5,7,8,1,1,4,3,3,2,1,3,1,2,1,3,6,15,19,31
1,1,2,5,1,1,4,6,3,5,6,2,1,4,4,3,9,2,1,12,3,1,5,3,1,11,10,26
2,1,2,5,5,6,4,2,10,1,6,8,1,1,4,3,7,1,1,3,4,3,6,4,6,13,9,1
6,1,2,5,3,10,4,4,5,3,6,8,1,4,1,3,2,1,1,3,2,2,1,3,6,13,8,41
5,2,2,5,1,8,4,5,10,3,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,15,18,11
3,3,2,5,4,1,4,6,8,5,6,1,1,1,1,3,9,2,2,3,4,3,6,4,6,7,5,39
3,2,2,2,2,6,4,2,8,7,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,18,11,23
2,2,2,5,4,6,4,6,8,3,6,1,1,1,4,3,9,2,1,3,3,2,1,2,7,2,14,55
1,5,2,4,1,15,4,1,7,5,6,2,1,4,4,3,9,2,4,2,4,3,6,4,6,2,17,11
2,2,2,5,1,10,1,6,7,3,6,8,1,4,1,5,9,1,1,3,1,2,4,2,6,2,18,26
4,1,2,5,3,8,4,3,8,3,7,8,1,4,4,3,9,2,1,3,2,1,5,3,6,16,18,46
2,2,2,5,2,4,4,3,8,5,6,8,1,1,4,3,1,2,7,8,4,3,6,4,6,2,19,37
5,5,2,5,1,8,1,5,10,5,6,2,1,1,4,8,9,2,1,3,4,3,6,4,6,2,14,14
7,1,2,5,2,6,2,2,10,5,6,1,1,1,4,3,9,2,4,3,3,2,3,3,6,6,21,41
5,2,2,5,2,1,4,6,5,6,6,8,1,1,4,3,9,2,4,3,4,3,6,4,6,1,18,39
5,2,2,5,2,12,4,6,3,3,6,8,4,1,4,3,3,2,1,4,4,3,6,4,6,11,9,51
6,1,2,2,4,11,1,1,8,3,6,1,1,1,4,3,9,3,3,3,1,2,1,3,6,17,15,56
2,2,2,5,4,10,4,3,8,3,6,2,1,1,1,6,9,2,1,3,1,1,2,3,6,11,18,19
3,2,2,3,3,1,4,4,13,5,6,8,1,4,4,5,9,2,2,2,1,2,1,3,6,11,15,1
5,4,2,2,4,6,4,6,7,5,6,8,1,4,4,1,9,2,1,3,2,1,1,3,6,13,14,41
2,2,3,5,3,1,4,3,8,5,6,1,1,4,4,3,9,2,2,3,3,1,4,2,7,12,18,38
4,5,2,5,2,1,4,1,7,3,6,8,1,1,4,3,9,3,2,3,2,2,3,2,6,17,14,39
1,4,2,5,5,6,4,3,13,7,6,2,1,1,4,3,9,2,1,3,1,2,1,3,6,6,18,11
5,1,2,1,1,10,1,6,10,3,6,8,1,1,4,3,3,3,1,4,4,3,6,4,6,1,9,46
7,1,2,3,4,11,4,6,2,5,6,1,1,3,4,3,9,4,2,2,2,1,1,3,6,1,14,58
7,1,2,5,3,12,1,4,13,3,6,5,1,4,1,5,3,1,1,3,4,3,6,4,6,2,23,35
3,2,2,5,4,4,4,6,8,3,4,2,1,1,1,3,9,3,1,5,2,1,2,2,6,2,23,31
7,2,2,5,1,8,4,6,7,5,6,8,3,1,4,3,9,1,1,3,2,1,5,3,6,13,14,17
6,1,2,2,3,1,4,1,2,3,6,2,1,4,4,5,2,2,2,3,3,2,4,3,6,10,16,56
5,3,2,7,3,1,4,4,5,5,6,8,1,1,4,3,9,1,1,3,1,1,1,3,6,13,10,52
3,5,1,5,2,5,4,3,7,3,7,8,1,1,4,3,9,2,1,5,3,2,1,3,6,10,13,1
1,2,2,7,5,6,4,6,3,3,6,2,1,1,4,3,9,3,1,3,2,1,1,3,6,1,20,1
1,3,2,3,2,1,4,5,8,5,7,4,1,1,4,3,9,2,1,8,1,1,1,3,6,12,9,21
2,2,2,5,3,1,4,6,8,5,6,8,1,4,1,3,9,2,1,8,4,3,6,4,6,2,10,36
4,2,2,2,3,8,4,6,8,3,6,2,1,4,4,3,9,2,2,3,1,2,1,3,6,5,20,16
5,1,2,5,5,8,1,6,10,3,6,8,1,4,4,3,9,2,1,3,1,2,2,3,6,1,16,36
6,4,2,5,2,1,4,4,10,7,6,3,1,1,4,3,9,2,2,3,1,2,1,3,6,2,14,37
1,1,2,5,1,12,4,6,10,5,6,2,1,1,4,3,5,2,1,3,4,3,6,4,6,10,19,49
6,2,2,2,2,9,4,4,8,5,6,1,1,4,4,3,9,2,1,3,1,2,2,3,6,2,20,1
3,1,2,5,2,8,4,6,7,6,6,8,1,1,4,3,9,1,1,3,1,2,1,3,6,4,17,28
4,3,2,5,1,5,4,4,3,7,6,2,1,1,1,3,9,2,3,3,3,2,2,3,6,11,21,31
2,1,2,2,4,1,4,4,7,5,6,8,1,1,1,3,3,2,1,3,4,3,6,4,6,5,15,50
6,4,2,5,3,6,4,6,7,3,6,8,3,1,1,8,2,1,2,3,1,2,1,2,6,11,6,50
5,1,2,5,1,1,4,6,3,5,6,1,1,1,4,3,9,2,1,3,3,1,5,3,1,11,9,31
1,4,2,5,1,5,4,3,7,3,6,8,1,1,4,3,9,3,3,3,1,2,2,3,6,17,10,49
7,1,2,5,4,1,4,3,8,3,6,2,1,1,1,3,3,1,3,3,4,3,6,4,6,2,23,36
2,2,2,3,2,9,1,6,8,3,6,8,1,4,1,3,9,2,1,3,3,2,4,3,6,11,10,6
1,2,2,5,3,6,4,2,8,7,6,1,1,1,4,3,3,3,4,8,4,3,6,4,6,13,16,31
7,2,2,5,2,1,4,6,7,3,6,8,1,1,4,3,9,3,1,3,1,1,1,3,6,2,9,36
6,5,2,5,4,1,4,5,10,3,6,2,1,1,4,3,9,2,1,2,3,2,5,3,6,1,18,11
5,3,2,2,3,1,4,3,7,3,6,8,1,4,4,3,3,2,1,4,1,1,1,3,6,1,10,52
1,4,2,5,4,1,4,6,8,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,17,9,51
2,3,2,5,2,1,1,2,8,3,6,1,1,4,3,3,9,2,3,3,2,1,1,3,6,1,20,41
5,1,2,3,3,4,4,2,7,3,8,2,1,1,4,3,7,2,1,3,4,3,6,4,6,1,20,41
5,1,2,5,1,1,2,3,10,3,6,8,1,1,4,3,3,2,1,3,4,3,6,4,6,1,12,45
6,1,2,5,5,4,4,6,3,7,6,1,3,1,4,3,9,2,2,3,3,2,5,2,2,13,11,36
1,1,2,5,2,6,4,2,10,2,4,8,1,1,1,3,9,2,1,3,1,2,1,3,6,5,8,45
4,1,2,2,3,1,4,3,8,3,6,1,1,1,4,3,9,4,7,3,4,3,6,4,6,1,14,41
3,5,1,5,3,1,4,1,8,7,6,8,1,1,4,3,3,3,1,3,4,3,6,4,6,1,15,41
5,2,2,5,5,15,1,6,5,5,6,2,5,4,1,3,2,2,1,10,2,2,1,3,6,10,21,18
6,1,2,5,1,8,4,6,6,7,4,8,1,1,4,1,7,1,2,3,1,2,2,3,6,8,17,41
2,2,2,5,3,16,4,6,8,3,6,2,4,1,4,3,9,3,2,3,1,2,1,3,6,12,11,22
4,2,2,2,2,10,4,2,8,3,6,8,1,4,4,5,9,2,1,5,1,2,4,2,6,1,11,31
2,4,2,5,3,12,4,1,8,3,6,4,1,1,4,3,9,3,1,2,1,2,2,3,6,4,14,16
3,2,2,1,1,6,1,6,10,3,6,2,1,1,1,3,9,2,1,3,1,2,1,3,6,4,19,36
6,4,2,5,4,1,4,6,3,2,6,2,1,4,4,5,3,1,1,3,4,3,6,4,6,4,18,1
6,1,2,6,4,9,4,4,7,3,6,8,1,1,4,3,9,2,3,3,2,2,1,3,6,4,13,47
1,2,2,5,2,12,4,2,7,3,7,1,4,1,4,3,9,2,1,3,4,3,6,4,6,2,17,31
5,2,2,2,2,11,4,6,7,7,6,8,1,1,4,3,9,2,1,2,4,3,6,4,6,4,19,16
1,5,2,2,1,5,4,6,7,7,6,8,1,1,1,3,9,2,1,3,3,2,5,3,6,14,1,42
1,1,2,2,2,9,4,4,10,3,6,8,1,1,1,3,7,1,1,3,4,3,6,4,6,11,20,8
1,1,2,2,2,1,4,3,10,5,6,8,1,4,4,4,9,2,3,3,2,2,2,3,6,4,17,36
1,1,2,5,1,15,4,6,10,7,6,8,1,1,4,3,3,3,1,5,4,3,6,4,6,5,10,26
2,1,2,5,2,9,4,1,5,7,6,2,1,1,4,3,9,2,1,10,2,2,2,3,6,11,11,31
4,1,2,5,5,10,4,6,7,3,6,8,1,1,4,3,3,2,1,3,4,3,6,4,6,11,14,32
2,3,2,5,3,6,4,6,8,3,6,2,1,4,3,5,9,2,1,3,3,2,2,3,5,11,10,46
5,2,2,5,3,9,4,6,7,3,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,2,21,16
1,2,2,5,4,1,4,6,8,2,6,2,4,4,4,7,9,2,1,3,2,1,5,3,6,13,8,51
6,1,2,3,4,9,4,1,6,3,6,8,1,1,4,3,9,2,1,4,1,1,1,3,6,2,15,51
3,2,2,5,5,15,4,3,10,2,6,8,1,1,1,3,9,2,2,3,1,2,1,3,6,2,1,29
4,2,2,5,4,15,4,2,7,2,4,2,1,1,1,3,3,2,2,3,1,2,1,3,6,13,20,21
1,1,2,3,4,11,4,4,10,5,6,8,1,1,4,3,9,2,1,3,1,1,2,3,6,4,19,10
4,5,1,5,3,6,4,3,8,5,6,2,1,1,4,8,9,2,1,5,1,2,2,2,6,1,19,11
1,1,2,7,5,7,4,2,8,3,6,8,1,4,1,5,9,1,4,3,1,2,2,3,6,13,5,1
5,5,2,5,3,1,4,6,10,2,6,2,1,1,4,8,7,2,2,3,1,2,1,3,6,14,14,33
6,3,2,3,4,9,4,6,8,2,6,1,1,1,4,4,9,2,1,3,1,1,1,3,6,15,14,41
2,4,2,5,4,4,4,3,3,3,6,1,1,1,1,3,2,2,2,3,1,2,1,3,6,2,22,11
5,1,2,5,3,6,4,6,10,5,6,2,1,3,4,7,9,2,5,3,3,2,4,3,7,12,13,59
1,5,2,5,2,6,4,6,8,3,6,8,1,1,4,3,3,2,1,4,4,3,6,4,6,11,18,6
3,1,2,5,1,1,4,4,7,7,6,8,1,1,4,3,7,2,1,3,4,3,6,4,6,2,15,31
6,3,2,5,3,1,4,3,7,3,6,8,1,1,1,3,9,3,1,3,4,3,6,4,6,1,18,6
6,2,2,5,3,10,4,6,5,5,7,8,1,1,4,3,2,2,1,3,1,1,2,3,6,3,9,51
1,2,2,5,3,1,4,5,8,3,6,2,1,1,1,3,3,2,3,3,4,3,6,4,6,1,18,37
5,5,2,3,3,6,4,6,10,5,6,1,1,1,4,3,9,1,1,3,4,3,6,4,6,1,14,21
3,5,2,5,5,15,4,6,7,5,6,8,1,1,4,3,9,3,1,10,2,2,2,3,6,4,15,41
6,1,2,5,3,4,4,4,5,5,6,4,5,1,4,3,10,2,1,3,3,2,1,3,6,10,18,29
4,4,2,3,1,12,4,6,7,3,6,2,1,1,4,3,9,2,1,12,2,2,1,3,6,4,17,3
4,4,2,5,2,10,4,3,8,5,6,1,1,4,2,5,3,2,1,3,4,3,6,4,6,10,20,21
2,2,2,2,3,17,4,2,7,1,6,8,1,1,4,3,9,2,1,3,3,1,2,3,4,13,17,6
7,2,2,3,4,5,4,3,7,5,8,1,3,1,4,3,9,2,1,5,2,2,2,3,6,3,14,46
2,2,2,3,3,1,2,2,10,5,6,2,1,4,4,1,3,1,1,10,3,2,5,3,1,1,16,26
3,2,2,5,5,6,4,2,8,5,6,8,1,1,4,3,9,2,2,3,1,2,2,3,6,1,14,55
3,2,2,2,3,10,4,6,2,2,6,8,1,1,1,3,9,2,1,8,3,2,5,3,2,12,17,51
5,5,1,5,2,1,4,6,10,3,6,2,1,1,1,3,7,2,1,4,1,2,4,3,6,5,18,13
6,3,2,5,3,16,4,6,8,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,5,17,41
7,2,3,5,2,6,4,6,10,5,6,3,1,1,4,3,3,2,2,3,4,3,6,4,6,12,14,33
2,4,2,5,1,1,4,6,7,3,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,17,19,57
6,1,2,5,3,15,4,4,10,3,6,2,1,1,3,3,3,2,3,4,4,3,6,4,6,1,20,49
7,5,2,2,3,1,4,6,10,1,6,8,1,4,1,3,9,2,1,3,1,2,2,3,6,4,23,50
1,4,2,5,1,1,4,3,3,6,8,8,1,1,1,3,9,2,3,3,1,2,5,3,6,11,9,51
7,2,2,2,3,1,4,2,8,1,7,4,1,1,1,3,9,2,1,3,3,2,1,3,7,13,6,55
1,2,2,5,3,8,4,6,8,2,6,8,1,1,4,3,3,1,1,10,1,2,1,3,6,4,15,41
4,3,2,5,5,8,4,6,8,3,6,8,4,1,1,3,3,2,1,3,1,2,1,3,6,2,20,41
2,2,2,5,3,6,1,4,13,3,6,4,4,1,4,3,9,2,6,3,2,1,1,3,6,13,13,5
6,2,2,5,1,6,4,6,7,2,6,8,1,1,4,3,9,3,1,4,1,2,1,3,6,1,16,11
1,5,2,5,5,5,4,6,7,3,6,2,1,1,4,8,9,2,1,8,4,3,6,4,6,4,14,21
7,3,2,1,1,1,4,6,5,3,6,8,1,1,4,3,7,3,1,5,1,2,4,3,6,17,9,28
3,2,2,5,5,1,4,6,8,3,6,8,1,1,4,3,9,1,1,3,4,3,6,4,6,13,12,59
7,2,2,3,2,1,4,4,7,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,12,1
1,1,2,5,1,10,4,6,2,3,6,8,1,1,4,3,9,2,1,3,1,2,4,3,6,2,8,11
3,1,2,5,1,8,4,2,1,5,6,8,1,1,2,3,9,2,2,5,1,2,2,3,6,11,24,1
5,5,1,5,4,11,4,6,7,3,4,2,1,1,4,8,9,2,1,3,1,2,1,2,6,13,10,41
4,1,2,2,3,10,4,4,7,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,12,1,26
2,2,2,5,4,6,4,6,7,7,8,6,1,1,4,3,9,2,1,4,3,1,5,3,2,12,15,5
1,2,2,1,3,8,4,3,3,7,6,2,1,1,4,3,9,1,1,3,3,2,1,3,7,11,18,2
2,1,2,3,4,9,4,4,8,5,6,8,1,4,1,3,9,2,1,3,3,1,4,3,2,13,17,21
7,2,2,7,5,14,4,6,7,3,6,2,1,1,4,3,9,2,2,3,1,2,1,3,6,16,17,1
3,1,2,5,3,8,4,2,8,1,7,8,1,1,1,3,9,2,1,5,4,3,6,4,6,19,17,46
1,1,2,5,5,1,1,2,2,3,6,1,1,1,4,3,9,2,1,3,3,2,5,3,2,11,20,21
2,1,2,3,3,15,4,6,8,3,7,2,4,4,4,3,9,2,1,3,1,2,2,3,6,10,22,24
2,2,2,2,3,4,4,1,7,5,1,2,1,1,4,3,9,2,2,4,2,1,2,3,6,12,17,31
3,1,2,2,2,15,4,6,7,5,6,8,1,1,4,3,7,3,2,3,1,2,5,3,6,20,12,6
4,2,2,2,4,6,4,2,8,3,6,2,1,4,4,3,2,2,1,10,4,3,6,4,6,4,9,41
5,2,2,2,2,1,4,1,7,5,7,2,1,1,4,3,7,2,1,3,1,2,1,3,6,2,10,31
7,1,2,5,3,1,4,2,8,2,6,2,1,1,4,3,9,3,1,4,3,2,2,3,6,12,16,31
3,1,2,5,4,1,1,6,8,4,6,2,1,1,1,3,9,1,2,3,1,2,2,3,6,7,4,16
3,2,2,2,5,8,4,6,3,4,6,2,1,1,4,3,9,3,2,8,3,2,1,2,7,2,14,31
7,2,2,5,4,1,4,6,8,1,6,2,1,4,4,3,7,2,2,4,4,3,6,4,6,11,12,21
5,1,2,5,3,17,4,2,10,3,6,8,1,1,1,3,9,2,1,4,4,3,6,4,6,1,3,35
4,5,2,7,5,1,4,6,7,3,4,2,1,1,4,3,3,2,1,3,4,3,6,4,6,8,15,16
